# (13824, 6)
1.151789266871828728e-07 1.333281871273776662e-07 1.439559733041164364e-07 8.998062491979666788e+00 8.998062491979668565e+00 8.998062491982999234e+00
4.350075384576844728e-01 4.391432450648346530e-01 8.014990430134976140e-01 8.955331404531849060e+00 8.962923732388837550e+00 8.963125532423680042e+00
8.185407919450820025e-01 8.196830439595133022e-01 1.501609079171546401e+00 8.868511913149482950e+00 8.880053760647447447e+00 8.880159131715672061e+00
1.116186172592406933e+00 1.117370993728419526e+00 2.097700436327681217e+00 8.792486523403059806e+00 8.792637035623444675e+00 8.804169638165120659e+00
1.332961507816587732e+00 1.334176713575300210e+00 2.695774026670946899e+00 8.723205589933167303e+00 8.723391368473711438e+00 8.757301903332047388e+00
1.490483921942338696e+00 1.490808826788449171e+00 3.359043841820433141e+00 8.660283067283199188e+00 8.665391277204122389e+00 8.665447173239764211e+00
1.608958354322254758e+00 1.610120961300146591e+00 4.024619624553913866e+00 8.478271276547525659e+00 8.608396809213699541e+00 8.608614183243247453e+00
1.702080407338420809e+00 1.702364928415746936e+00 4.606765761101786261e+00 8.246320315922405442e+00 8.558743010989687150e+00 8.558799598345361304e+00
1.767942041832317068e+00 1.768858440932967957e+00 5.097663755431364407e+00 8.012670300225597231e+00 8.528250322944705530e+00 8.528440343449609884e+00
1.802399404932477855e+00 1.803133378016987587e+00 5.554318147148248563e+00 7.778229494724963722e+00 8.515084376501874885e+00 8.515239767793255865e+00
1.806399343572237193e+00 1.806917222894898867e+00 6.008269020577265529e+00 7.517175384288098172e+00 8.505406490592395841e+00 8.505516494144005790e+00
1.794203609894240437e+00 1.795210738113255378e+00 6.429336743258501130e+00 7.227229611294959888e+00 8.493330036042429754e+00 8.493542847461547751e+00
1.787497591686633580e+00 1.787497591694987120e+00 6.691945577265868472e+00 7.010142670040303337e+00 8.487246562540711636e+00 8.487246562542090089e+00
1.794203609894239770e+00 1.795210738113255156e+00 6.429336743258502906e+00 7.227229611294959888e+00 8.493330036042429754e+00 8.493542847461549528e+00
1.806399343572235416e+00 1.806917222894897090e+00 6.008269020577266417e+00 7.517175384288098172e+00 8.505406490592394064e+00 8.505516494144005790e+00
1.802399404932479854e+00 1.803133378016990473e+00 5.554318147148245011e+00 7.778229494724961057e+00 8.515084376501874885e+00 8.515239767793254089e+00
1.767942041832313071e+00 1.768858440932965737e+00 5.097663755431362631e+00 8.012670300225597231e+00 8.528250322944707307e+00 8.528440343449611660e+00
1.702080407338420143e+00 1.702364928415746048e+00 4.606765761101785372e+00 8.246320315922403665e+00 8.558743010989683597e+00 8.558799598345361304e+00
1.608958354322246986e+00 1.610120961300138154e+00 4.024619624553912978e+00 8.478271276547525659e+00 8.608396809213701317e+00 8.608614183243249229e+00
